query,frequency,category_breakdown
"Find shops offering plastic bottles that match these: First, a 350ml bottle with a round cap, priced under 10 pesos. Second, a single 350ml bottle with cap, sold individually. Third, a box of 24 PET bottles (500ml each) with caps, priced between 106 and 316 pesos. Lastly, a 1.5-liter PET bottle with cap, sold per piece, model is 1.5 liters plastic bottle with caps, and costs more than 2 pesos.",1,Shop:1
"Find a shop offering these items: (1) A blue pet comb with automatic hair removal, free shipping, and priced under 78 PHP; (2) Cat snacks in beef flavor for cats, under 9 PHP; (3) A pet toothbrush set with vanilla toothpaste, price between 37 and 54 PHP; (4) Canned cat food in tunafish flavor, suitable for all breeds over 6 months, cash on delivery available, price between 23 and 65 PHP.",1,Shop:1
"Find shops offering both a kids costume set and a girls dress. For the costume set: color family should be pilot, size should be 150:8-10yrs, model is 554, supports cash on delivery, and price is above 254 PHP. For the dress: color family is crown, recommended for ages 4-5yrs, made from jacquard, suitable for 20-25kg, cash on delivery available, and price ranges from 31 to 160 PHP.",1,Shop:1
"Looking for a shop offering a religious booklet priced between 31 and 128 pesos, and also selling a set of 5 large brown plastic plant pots (size e280), made of plastic, for under 249 pesos.",1,Shop:1
"Looking for a ford alternator pulley, a canvas trapal tarpaulin size 6ftx12ft buy1take1, women's slip-on sandals size 40 in coffee brown (new arrival, limited stock), and a set of 4pcs grey silicone luggage wheel covers.

My budget is only `662`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `1069`.
3. It provides a percentage discount of `48%` with a cap of `1064`.",1,Voucher:1
"Looking for a car wash gun with 48v (2 batteries) in the color options and adjustable spray nozzles. Also searching for a pet hair trimmer in druman color, with power usage between 500 and 1000, and available for cash on delivery. Additionally, need a car wash gun with 48v (2 batteries) color family.

My budget is only `2965`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `1945`.
3. It provides a percentage discount of `40%` with a cap of `1511`.",1,Voucher:1
"Looking for a computer chair part in the sliver-160# style, made from alloy, by leooyi brand. Also searching for a multi-pack of capsules from southstar drug inc.

My budget is only `282`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `230`.
3. It provides a percentage discount of `16%` with a cap of `199`.",1,Voucher:1
"I'm looking for a military backpack, a stainless steel scuba tank adapter in the 1 piece color option, and a printed ruffle swimsuit for women in medium, dress3 color, regular fit, with a print pattern, and available for cash on delivery.

My budget is only `2670`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `1817`.
3. It provides a percentage discount of `32%` with a cap of `1072`.",1,Voucher:1
"Looking for blue swimming fins in size medium with an inner length of 26.3cm, and also searching for transparent non-slip bathroom stickers from OEM, preferably with masking tape adhesive.

My budget is only `1362`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `412`.
3. It provides a fixed discount of `107`.",1,Voucher:1
"I'm looking for canvas high-top shoes for women in size EU 38, white color, with a logo design and suitable for summer. Also, I want unisex high-top canvas sneakers in brown, size EU 40, with a plain pattern, rubber material, and from Converse. Additionally, I'm interested in women's high-top canvas sneakers in purple, size EU 39, featuring a logo pattern. Lastly, I need low-top casual canvas shoes for men and women in white, size EU 37.5, with a logo design.

My budget is only `7571`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `4591`.
3. It provides a fixed discount of `1912`.",1,Voucher:1
"Looking for a bossini collared shirt in eggplant color, XL size, made of pique fabric. Also searching for a plains and prints long sleeve blazer in c.brown, large size, regular fit, with a shawl collar and crafted from polyester. Additionally, I want a lucky me! multipack of pancit canton with extra hot chili flavor, suitable for healthier diets, in multicolor packaging, and meant for cupboard storage.

My budget is only `3593`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `771`.
3. It provides a percentage discount of `30%` with a cap of `257`.",1,Voucher:1
"Looking for dried fish with seafood variety pustitan, a heng brand universal motorcycle bolt sized 6x10mm sold per piece, and a set of 3 white v-neck t-shirts in extra small with short sleeves for casual wear.

My budget is only `319`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `210`.
3. It provides a percentage discount of `11%` with a cap of `201`.",1,Voucher:1
Looking for 12-piece art pens under 89 PHP?,1,Product:1
"Show me black wide leg pants for women in ankle length, free size, from fiio fashion (ph), made of cotton spandex, with free delivery, and priced above 48 pesos.",1,Product:1
Looking for a MSM brand valve guide for ct100 model under 103 pesos.,1,Product:1
"Looking for a clear serum with salicylic acid, ideal for moisturizing, from a high-end brand, suitable for people in their 30s, and priced under 393 pesos.",1,Product:1
"Looking for national standard rivets in 6*35 size, pack of 50, preferably in aluminum.",1,Product:1
"Looking for a plastic lock for cabinets or drawers, specifically a door lock model, with a price range from 60 to 273 pesos.",1,Product:1
Looking for dog food with a price ranging from 579 to 1890 pesos.,1,Product:1
"Show me NAS storage devices under 87,389 PHP.",1,Product:1
Show me valve sets that support cash on delivery and cost under 289 PHP.,1,Product:1
"Find shops offering a carpenter square with a price above 318 PHP, a bonsai scissors of pruning shears type priced over 61 PHP, a hat display holder, and an aluminum pool pole priced from 199 to 733 PHP.",1,Shop:1
"Find shops offering a box multipack of chocolate under 329 PHP, a multipack bag of kitchen towel rolls that are eco-friendly, 2-ply, support cash on delivery, and cost less than 226 PHP, and a single pack of chocolate for under 179 PHP.",1,Shop:1
"Find shops offering playstation controllers with these features: one with camouflage variation, another in black and lava red color from Sony brand, free shipping, and priced between 373 and 3094 PHP; a Lebron James edition from Sony, priced from 780 to 2766 PHP; and an off white version. All should be for playstation consoles.",1,Shop:1
"Find shops offering these items: a mechanical wireless keyboard and mouse set priced above 162 PHP; a white universal remote control holder made of PP, with free delivery and costing more than 1 PHP; a pair of steel color 4mm stainless steel diamond earrings with cubic zirconia, no main stone, under 56 PHP; and a black hard cover writing pad notebook priced between 38 and 84 PHP.",1,Shop:1
"Find shops offering women's shoes that have these products: First, a black slip-on with EU size 39, round toe, for casual use in summer, priced between 57 and 205 PHP. Second, a black slip-on in EU size 40, round toe, for casual occasions, under 284 PHP. Third, a white sandal in EU size 38, round toe, flat platform heel (1cm or less), slip-on style, under 304 PHP.",1,Shop:1
